transaction_id,timestamp,merchant_id,user_id,device_id,ip_id,payment_instrument_id,amount,currency,payment_method,status,is_fraud,fraud_campaign_id,scenario
TXN_000027,2026-08-08T04:47:32,MERCH_001,USER_0011,DEV_0191,IP_1086,PI_0981,4677.33,INR,card,success,True,FARM_7864,account_farm
TXN_000028,2026-08-20T10:21:26,MERCH_001,USER_0892,DEV_0245,IP_0886,PI_1742,3768.29,INR,netbanking,success,False,,legitimate
TXN_000029,2026-08-17T17:53:30,MERCH_001,USER_0050,DEV_0351,IP_1387,PI_0549,844.45,INR,upi,success,False,,legitimate
TXN_000030,2026-08-28T12:27:56,MERCH_001,USER_0916,DEV_0413,IP_0690,PI_2310,124.37,INR,upi,success,False,,legitimate
TXN_000031,2026-08-26T13:01:22,MERCH_001,USER_1585,DEV_0446,IP_1250,PI_1743,8933.75,INR,netbanking,success,True,FARM_5991,account_farm
TXN_000032,2026-08-25T19:21:38,MERCH_001,USER_1333,DEV_0332,IP_1190,PI_0582,183.84,INR,card,failed,False,,legitimate
TXN_000033,2026-08-13T16:10:20,MERCH_001,USER_0688,DEV_0817,IP_0407,PI_0885,4403.3,INR,netbanking,success,True,BURST_5063,coordinated_burst
TXN_000034,2026-08-15T16:22:03,MERCH_001,USER_1355,DEV_0486,IP_1096,PI_0359,950.78,INR,upi,success,False,,legitimate
TXN_000035,2026-08-07T05:18:14,MERCH_001,USER_0665,DEV_0656,IP_0463,PI_0532,62347.94,INR,card,success,False,,legitimate
TXN_000036,2026-08-13T09:25:25,MERCH_001,USER_0447,DEV_0023,IP_0245,PI_1409,4078.21,INR,card,success,True,BURST_1169,coordinated_burst
TXN_000037,2026-08-29T02:04:28,MERCH_001,USER_0815,DEV_0706,IP_1496,PI_1070,1360.63,INR,upi,success,False,,legitimate
TXN_000038,2026-08-01T22:01:49,MERCH_001,USER_1558,DEV_0401,IP_0140,PI_0672,4328.77,INR,card,success,True,BURST_3938,coordinated_burst
TXN_000039,2026-08-20T23:16:53,MERCH_001,USER_0068,DEV_0477,IP_0257,PI_0398,1793.07,INR,upi,success,False,,legitimate
TXN_000040,2026-08-11T20:53:51,MERCH_001,USER_0294,DEV_0086,IP_1365,PI_0704,9822.08,INR,upi,success,True,FARM_2844,account_farm
TXN_000041,2026-08-19T22:01:02,MERCH_001,USER_1737,DEV_0160,IP_0470,PI_0346,19463.52,INR,upi,success,False,,legitimate
TXN_000042,2026-08-27T13:45:52,MERCH_001,USER_1852,DEV_0965,IP_0005,PI_2354,53378.26,INR,upi,success,False,,legitimate
TXN_000043,2026-08-28T05:14:02,MERCH_001,USER_0695,DEV_0866,IP_0070,PI_2052,959.03,INR,wallet,success,False,,legitimate
TXN_000044,2026-08-20T00:19:17,MERCH_001,USER_0497,DEV_0480,IP_0095,PI_1435,14916.72,INR,upi,success,False,,legitimate
TXN_000045,2026-08-18T21:45:52,MERCH_001,USER_0833,DEV_0832,IP_0538,PI_2080,503.84,INR,upi,success,False,,legitimate
TXN_000046,2026-08-02T10:53:53,MERCH_001,USER_1734,DEV_0139,IP_1159,PI_0896,8538.48,INR,upi,success,False,,legitimate
TXN_000047,2026-08-22T21:58:03,MERCH_001,USER_0230,DEV_0611,IP_0092,PI_1748,127.76,INR,card,success,False,,legitimate
TXN_000048,2026-08-29T07:21:09,MERCH_001,USER_1491,DEV_0438,IP_0143,PI_1253,896.13,INR,upi,success,False,,legitimate
TXN_000049,2026-08-07T19:56:15,MERCH_001,USER_1647,DEV_0530,IP_0070,PI_0244,6986.13,INR,upi,success,False,,legitimate
TXN_000050,2026-08-23T02:31:20,MERCH_001,USER_0873,DEV_0112,IP_0694,PI_2194,18287.05,INR,netbanking,success,False,,legitimate
TXN_000051,2026-08-17T18:13:45,MERCH_001,USER_1619,DEV_0334,IP_1148,PI_0174,2953.32,INR,netbanking,success,False,,legitimate
TXN_000052,2026-08-14T18:23:48,MERCH_001,USER_0464,DEV_0249,IP_1465,PI_0826,69763.66,INR,card,success,False,,legitimate
TXN_000053,2026-08-12T10:34:29,MERCH_001,USER_0004,DEV_0029,IP_0106,PI_1264,10183.79,INR,upi,success,False,,legitimate
TXN_000054,2026-08-27T04:31:55,MERCH_001,USER_1387,DEV_0248,IP_1177,PI_0553,4064.14,INR,card,success,True,FARM_4790,account_farm
TXN_000055,2026-08-24T08:05:47,MERCH_001,USER_0190,DEV_0331,IP_0024,PI_1658,350.28,INR,upi,success,False,,legitimate
TXN_000056,2026-08-12T11:42:55,MERCH_001,USER_0262,DEV_0835,IP_0423,PI_2179,21914.12,INR,upi,success,False,,legitimate
TXN_000057,2026-08-11T13:03:46,MERCH_001,USER_0922,DEV_0455,IP_0050,PI_1275,16991.42,INR,netbanking,success,False,,legitimate
TXN_000058,2026-08-19T06:53:43,MERCH_001,USER_0551,DEV_0858,IP_0183,PI_1625,15498.69,INR,upi,success,False,,legitimate
TXN_000059,2026-08-12T13:00:15,MERCH_001,USER_0684,DEV_0789,IP_1041,PI_2119,42600.01,INR,netbanking,success,False,,legitimate
TXN_000060,2026-08-15T21:01:04,MERCH_001,USER_1246,DEV_0723,IP_0106,PI_0505,41903.53,INR,card,success,False,,legitimate
TXN_000061,2026-08-24T20:12:55,MERCH_001,USER_1521,DEV_0648,IP_0087,PI_1793,30631.89,INR,upi,success,False,,legitimate
TXN_000062,2026-08-16T08:43:34,MERCH_001,USER_1757,DEV_0300,IP_0398,PI_0069,19794.05,INR,card,success,False,,legitimate
TXN_000063,2026-08-15T22:05:39,MERCH_001,USER_1219,DEV_0492,IP_1138,PI_1116,5066.03,INR,upi,success,True,REFUND_5384,refund_abuse
TXN_000064,2026-08-20T03:13:07,MERCH_001,USER_1590,DEV_0131,IP_0095,PI_1559,650.35,INR,card,success,False,,legitimate
TXN_000065,2026-08-16T00:19:24,MERCH_001,USER_0600,DEV_0201,IP_0683,PI_1970,16524.37,INR,upi,success,False,,legitimate
TXN_000066,2026-08-10T22:51:28,MERCH_001,USER_1962,DEV_0735,IP_1155,PI_0754,15272.57,INR,wallet,success,False,,legitimate
TXN_000067,2026-08-09T11:45:46,MERCH_001,USER_1303,DEV_0122,IP_0348,PI_2425,14102.46,INR,netbanking,success,False,,legitimate
TXN_000068,2026-08-02T06:21:17,MERCH_001,USER_1285,DEV_0996,IP_1085,PI_0988,965.05,INR,upi,success,False,,legitimate
TXN_000069,2026-08-09T15:58:00,MERCH_001,USER_1912,DEV_0385,IP_0090,PI_1605,50780.38,INR,upi,failed,False,,legitimate
TXN_000070,2026-08-15T05:50:30,MERCH_001,USER_0019,DEV_0134,IP_0058,PI_0036,501.09,INR,upi,success,False,,legitimate
TXN_000071,2026-08-16T03:38:02,MERCH_001,USER_1752,DEV_0265,IP_0675,PI_1909,41806.33,INR,upi,success,False,,legitimate
TXN_000072,2026-08-11T01:41:21,MERCH_001,USER_1822,DEV_0755,IP_0297,PI_2294,296.85,INR,upi,success,False,,legitimate
TXN_000073,2026-08-01T01:40:18,MERCH_001,USER_0966,DEV_0763,IP_0626,PI_0038,71857.71,INR,upi,success,False,,legitimate
TXN_000074,2026-08-03T00:15:59,MERCH_001,USER_1882,DEV_0128,IP_1061,PI_0029,12563.93,INR,wallet,success,True,FARM_6409,account_farm
TXN_000075,2026-08-14T16:23:23,MERCH_001,USER_1733,DEV_0132,IP_0049,PI_1743,2437.5,INR,card,success,False,,legitimate
TXN_000076,2026-08-27T04:01:01,MERCH_001,USER_0390,DEV_0731,IP_0202,PI_1799,682.79,INR,card,success,False,,legitimate
TXN_000077,2026-08-08T14:50:01,MERCH_001,USER_1693,DEV_0852,IP_1256,PI_0224,29097.21,INR,upi,success,False,,legitimate
TXN_000078,2026-08-23T04:45:23,MERCH_001,USER_1202,DEV_0415,IP_0700,PI_0403,24365.57,INR,netbanking,success,False,,legitimate
TXN_000079,2026-08-07T16:06:41,MERCH_001,USER_0054,DEV_0379,IP_0672,PI_0757,938.27,INR,wallet,success,False,,legitimate
TXN_000080,2026-08-10T22:04:01,MERCH_001,USER_1136,DEV_0953,IP_0403,PI_0027,938.65,INR,upi,success,False,,legitimate
TXN_000081,2026-08-13T10:47:36,MERCH_001,USER_0453,DEV_0172,IP_0448,PI_1520,35422.6,INR,netbanking,success,False,,legitimate
TXN_000082,2026-08-21T02:53:34,MERCH_001,USER_1689,DEV_0824,IP_1468,PI_1385,26777.06,INR,card,success,False,,legitimate
TXN_000083,2026-08-19T03:49:30,MERCH_001,USER_1125,DEV_0876,IP_0942,PI_2421,23128.16,INR,upi,failed,False,,legitimate
TXN_000084,2026-08-29T14:11:00,MERCH_001,USER_0776,DEV_0433,IP_0577,PI_1416,669.03,INR,card,success,False,,legitimate
TXN_000085,2026-08-27T13:01:42,MERCH_001,USER_1409,DEV_0502,IP_0387,PI_1757,10661.42,INR,upi,success,True,FARM_3462,account_farm
TXN_000086,2026-08-03T05:41:17,MERCH_001,USER_0984,DEV_0889,IP_0291,PI_0853,8236.38,INR,netbanking,success,False,,legitimate
TXN_000087,2026-08-20T05:58:12,MERCH_001,USER_1078,DEV_0547,IP_1366,PI_1465,4129.27,INR,card,success,False,,legitimate
TXN_000088,2026-08-14T08:32:34,MERCH_001,USER_1574,DEV_0019,IP_0536,PI_1864,48845.46,INR,card,success,False,,legitimate
TXN_000089,2026-08-03T00:17:59,MERCH_001,USER_1882,DEV_0128,IP_1061,PI_0029,11658.13,INR,upi,success,True,FARM_6409,account_farm
TXN_000090,2026-08-07T02:51:15,MERCH_001,USER_0767,DEV_0370,IP_0005,PI_1548,43990.34,INR,upi,success,False,,legitimate
TXN_000091,2026-08-01T15:55:39,MERCH_001,USER_1014,DEV_0099,IP_1167,PI_0130,32067.58,INR,wallet,success,False,,legitimate
TXN_000092,2026-08-20T01:54:37,MERCH_001,USER_1654,DEV_0579,IP_0486,PI_2087,52683.6,INR,upi,success,False,,legitimate
TXN_000093,2026-08-14T16:23:30,MERCH_001,USER_1674,DEV_0719,IP_1442,PI_0506,374.72,INR,card,success,False,,legitimate
TXN_000094,2026-08-13T14:09:08,MERCH_001,USER_0991,DEV_0938,IP_0100,PI_0280,17644.11,INR,card,success,False,,legitimate
TXN_000095,2026-08-08T03:52:13,MERCH_001,USER_1019,DEV_0134,IP_0423,PI_0356,19415.36,INR,netbanking,success,False,,legitimate
TXN_000096,2026-08-04T09:59:24,MERCH_001,USER_1388,DEV_0717,IP_0056,PI_2113,239.45,INR,upi,success,False,,legitimate
TXN_000097,2026-08-02T02:28:06,MERCH_001,USER_0964,DEV_0536,IP_0008,PI_0952,3063.3,INR,upi,success,True,FARM_2944,account_farm
TXN_000098,2026-08-04T00:35:53,MERCH_001,USER_1758,DEV_0307,IP_0951,PI_0489,36304.12,INR,netbanking,success,False,,legitimate
TXN_000099,2026-08-07T10:29:25,MERCH_001,USER_1242,DEV_0695,IP_1188,PI_0827,45735.3,INR,card,success,False,,legitimate
TXN_000100,2026-08-04T00:33:05,MERCH_001,USER_1541,DEV_0788,IP_1199,PI_2214,3048.34,INR,upi,success,False,,legitimate
TXN_000101,2026-08-10T01:12:05,MERCH_001,USER_0958,DEV_0707,IP_0237,PI_2118,527.69,INR,upi,success,False,,legitimate
TXN_000102,2026-08-15T09:06:54,MERCH_001,USER_1322,DEV_0255,IP_0443,PI_0738,4297.73,INR,upi,success,False,,legitimate
TXN_000103,2026-08-28T04:33:06,MERCH_001,USER_1565,DEV_0956,IP_0128,PI_1776,2513.73,INR,upi,success,False,,legitimate
TXN_000104,2026-08-12T15:17:27,MERCH_001,USER_1252,DEV_0765,IP_1082,PI_1737,67976.23,INR,upi,success,False,,legitimate
TXN_000105,2026-08-13T01:19:22,MERCH_001,USER_0757,DEV_0463,IP_1082,PI_0465,11215.45,INR,card,success,True,FARM_7036,account_farm
TXN_000106,2026-08-25T03:47:19,MERCH_001,USER_0095,DEV_0666,IP_0048,PI_1551,9430.29,INR,netbanking,success,False,,legitimate
TXN_000107,2026-08-03T18:04:08,MERCH_001,USER_1109,DEV_0764,IP_0639,PI_1358,38843.68,INR,upi,success,False,,legitimate
TXN_000108,2026-08-11T01:25:14,MERCH_001,USER_1823,DEV_0762,IP_0357,PI_0626,15059.32,INR,upi,success,False,,legitimate
TXN_000109,2026-08-29T06:20:48,MERCH_001,USER_0720,DEV_0734,IP_0761,PI_2114,12532.26,INR,upi,success,True,FARM_3108,account_farm
TXN_000110,2026-08-01T20:08:28,MERCH_001,USER_1820,DEV_0741,IP_1222,PI_1458,10811.04,INR,card,success,False,,legitimate
TXN_000111,2026-08-01T04:32:22,MERCH_001,USER_1654,DEV_0579,IP_0183,PI_2429,197.75,INR,card,success,False,,legitimate
TXN_000112,2026-08-01T00:05:58,MERCH_001,USER_1037,DEV_0260,IP_1115,PI_0703,19186.92,INR,card,success,False,,legitimate
TXN_000113,2026-08-05T10:58:46,MERCH_001,USER_1256,DEV_0793,IP_0070,PI_0618,43554.99,INR,card,success,False,,legitimate
TXN_000114,2026-08-15T23:04:47,MERCH_001,USER_1153,DEV_0072,IP_0453,PI_1675,677.13,INR,upi,success,False,,legitimate
TXN_000115,2026-08-09T14:14:58,MERCH_001,USER_1088,DEV_0617,IP_1049,PI_2483,1785.81,INR,upi,success,False,,legitimate
TXN_000116,2026-08-06T05:41:19,MERCH_001,USER_1892,DEV_0245,IP_0797,PI_0539,1504.49,INR,upi,success,False,,legitimate
TXN_000117,2026-08-03T05:23:18,MERCH_001,USER_1645,DEV_0516,IP_0456,PI_2156,838.7,INR,upi,success,False,,legitimate
TXN_000118,2026-08-14T02:37:56,MERCH_001,USER_0319,DEV_0234,IP_0007,PI_0982,26679.15,INR,card,success,False,,legitimate
TXN_000119,2026-08-30T22:33:55,MERCH_001,USER_0749,DEV_0244,IP_1028,PI_2129,251.56,INR,upi,success,False,,legitimate
TXN_000120,2026-08-24T04:15:03,MERCH_001,USER_1737,DEV_0160,IP_0788,PI_2172,13777.88,INR,upi,success,False,,legitimate
TXN_000121,2026-08-18T23:22:47,MERCH_001,USER_0443,DEV_0102,IP_0392,PI_2363,832.4,INR,card,failed,False,,legitimate
TXN_000122,2026-08-05T08:59:41,MERCH_001,USER_0436,DEV_0053,IP_0927,PI_2106,819.17,INR,card,success,False,,legitimate
TXN_000123,2026-08-24T08:50:29,MERCH_001,USER_1362,DEV_0088,IP_0730,PI_2456,5741.56,INR,upi,success,True,PAY_2165,payment_instrument_abuse
TXN_000124,2026-08-29T13:50:59,MERCH_001,USER_1744,DEV_0209,IP_0102,PI_0347,517.73,INR,upi,success,False,,legitimate
TXN_000125,2026-08-01T04:53:59,MERCH_001,USER_0594,DEV_0316,IP_1275,PI_2446,5722.89,INR,card,success,True,PAY_1981,payment_instrument_abuse
TXN_000126,2026-08-08T23:33:53,MERCH_001,USER_0399,DEV_0794,IP_1173,PI_0423,18739.96,INR,card,success,False,,legitimate
TXN_000127,2026-08-09T19:57:44,MERCH_001,USER_0090,DEV_0631,IP_0059,PI_0711,36523.97,INR,upi,success,False,,legitimate
TXN_000128,2026-08-10T06:49:41,MERCH_001,USER_1439,DEV_0074,IP_0831,PI_0841,16220.77,INR,upi,failed,False,,legitimate
TXN_000129,2026-08-18T13:05:41,MERCH_001,USER_1884,DEV_0189,IP_0637,PI_0656,29270.12,INR,card,success,False,,legitimate
TXN_000130,2026-08-17T21:37:52,MERCH_001,USER_0956,DEV_0693,IP_0371,PI_0613,19713.18,INR,netbanking,failed,False,,legitimate
TXN_000131,2026-08-18T16:57:01,MERCH_001,USER_1969,DEV_0784,IP_1235,PI_2277,51523.15,INR,card,success,False,,legitimate
TXN_000132,2026-08-20T11:21:24,MERCH_001,USER_1903,DEV_0322,IP_0574,PI_1553,72356.3,INR,card,success,False,,legitimate
TXN_000133,2026-08-06T12:40:12,MERCH_001,USER_1342,DEV_0395,IP_0085,PI_0190,782.35,INR,upi,success,False,,legitimate
TXN_000134,2026-08-12T09:21:52,MERCH_001,USER_0178,DEV_0247,IP_1370,PI_0264,59774.28,INR,upi,success,False,,legitimate
TXN_000135,2026-08-05T06:57:31,MERCH_001,USER_0209,DEV_0464,IP_0407,PI_2171,1755.88,INR,card,success,False,,legitimate
TXN_000136,2026-08-26T23:32:27,MERCH_001,USER_0384,DEV_0689,IP_1136,PI_0218,492.23,INR,card,success,False,,legitimate
TXN_000137,2026-08-13T14:17:37,MERCH_001,USER_0212,DEV_0200,IP_1127,PI_1811,2351.98,INR,card,refunded,True,REFUND_7899,refund_abuse
TXN_000138,2026-08-11T11:58:35,MERCH_001,USER_1237,DEV_0420,IP_0625,PI_1090,5372.31,INR,upi,success,True,REFUND_8846,refund_abuse
TXN_000139,2026-08-13T04:29:20,MERCH_001,USER_1772,DEV_0405,IP_1230,PI_0887,917.84,INR,card,success,False,,legitimate
TXN_000140,2026-08-18T08:02:31,MERCH_001,USER_0640,DEV_0047,IP_1060,PI_1022,7801.04,INR,netbanking,success,True,FARM_6455,account_farm
TXN_000141,2026-08-25T19:16:16,MERCH_001,USER_1437,DEV_0060,IP_0364,PI_2445,1706.56,INR,netbanking,success,False,,legitimate
TXN_000142,2026-08-22T22:40:32,MERCH_001,USER_0774,DEV_0419,IP_1141,PI_2140,43136.57,INR,upi,success,False,,legitimate
TXN_000143,2026-08-25T18:08:18,MERCH_001,USER_0316,DEV_0213,IP_0430,PI_0171,57482.96,INR,card,success,False,,legitimate
TXN_000144,2026-08-05T03:52:50,MERCH_001,USER_0540,DEV_0781,IP_0096,PI_1639,866.86,INR,netbanking,success,False,,legitimate
TXN_000145,2026-08-02T12:57:09,MERCH_001,USER_0043,DEV_0302,IP_0613,PI_1910,110.29,INR,upi,success,False,,legitimate
TXN_000146,2026-08-12T01:07:18,MERCH_001,USER_1960,DEV_0721,IP_0833,PI_0746,14499.43,INR,card,success,False,,legitimate
TXN_000147,2026-08-06T07:07:33,MERCH_001,USER_1424,DEV_0969,IP_0714,PI_2382,1943.77,INR,upi,failed,False,,legitimate
TXN_000148,2026-08-17T10:38:30,MERCH_001,USER_0137,DEV_0960,IP_1037,PI_1368,2069.85,INR,netbanking,success,False,,legitimate
TXN_000149,2026-08-06T00:48:42,MERCH_001,USER_1359,DEV_0514,IP_1276,PI_1218,73894.12,INR,netbanking,success,False,,legitimate
TXN_000150,2026-08-17T10:18:43,MERCH_001,USER_1378,DEV_0226,IP_0512,PI_2314,7701.28,INR,card,success,True,FARM_4356,account_farm
TXN_000151,2026-08-11T04:06:30,MERCH_001,USER_1760,DEV_0321,IP_0415,PI_0912,655.3,INR,upi,success,False,,legitimate
TXN_000152,2026-08-21T13:29:05,MERCH_001,USER_0873,DEV_0112,IP_0520,PI_1071,3447.52,INR,upi,success,False,,legitimate
TXN_000153,2026-08-09T08:34:00,MERCH_001,USER_0735,DEV_0146,IP_0722,PI_0410,22876.67,INR,upi,refunded,False,,legitimate
TXN_000154,2026-08-19T09:07:16,MERCH_001,USER_0403,DEV_0822,IP_0156,PI_2133,34162.29,INR,upi,success,False,,legitimate
TXN_000155,2026-08-12T08:46:44,MERCH_001,USER_0940,DEV_0581,IP_1131,PI_1906,4884.4,INR,upi,success,False,,legitimate
TXN_000156,2026-08-07T17:15:17,MERCH_001,USER_0422,DEV_0681,IP_0257,PI_1932,9039.19,INR,upi,success,True,FARM_3077,account_farm
TXN_000157,2026-08-18T21:17:39,MERCH_001,USER_1471,DEV_0298,IP_1434,PI_2017,3398.81,INR,upi,success,False,,legitimate
TXN_000158,2026-08-15T20:43:55,MERCH_001,USER_1323,DEV_0262,IP_0093,PI_2225,750.42,INR,upi,success,False,,legitimate
TXN_000159,2026-08-03T14:48:07,MERCH_001,USER_0806,DEV_0643,IP_1058,PI_1751,26411.04,INR,upi,success,False,,legitimate
TXN_000160,2026-08-06T13:03:37,MERCH_001,USER_1583,DEV_0082,IP_1126,PI_2093,341.1,INR,card,success,False,,legitimate
TXN_000161,2026-08-05T08:41:49,MERCH_001,USER_0555,DEV_0886,IP_1160,PI_1236,4412.75,INR,upi,success,False,,legitimate
TXN_000162,2026-08-18T12:51:46,MERCH_001,USER_0288,DEV_0017,IP_0140,PI_1286,30127.7,INR,upi,failed,False,,legitimate
TXN_000163,2026-08-14T03:54:24,MERCH_001,USER_1905,DEV_0336,IP_1379,PI_0200,4309.59,INR,upi,success,False,,legitimate
TXN_000164,2026-08-04T20:57:51,MERCH_001,USER_1443,DEV_0102,IP_0085,PI_0934,10701.89,INR,upi,success,False,,legitimate
TXN_000165,2026-08-08T04:39:32,MERCH_001,USER_1094,DEV_0191,IP_1086,PI_0981,13350.5,INR,upi,success,True,FARM_7864,account_farm
TXN_000166,2026-08-08T03:27:56,MERCH_001,USER_0645,DEV_0516,IP_0033,PI_0883,16381.34,INR,upi,success,False,,legitimate
TXN_000167,2026-08-05T22:08:29,MERCH_001,USER_0512,DEV_0581,IP_1470,PI_0885,13876.0,INR,card,success,True,FARM_4548,account_farm
TXN_000168,2026-08-13T06:04:35,MERCH_001,USER_0197,DEV_0380,IP_0578,PI_1112,3104.64,INR,upi,success,False,,legitimate
TXN_000169,2026-08-24T08:22:41,MERCH_001,USER_1422,DEV_0955,IP_0075,PI_0546,48706.67,INR,upi,success,False,,legitimate
TXN_000170,2026-08-11T23:26:44,MERCH_001,USER_1001,DEV_0176,IP_1222,PI_2109,14010.12,INR,card,success,True,FARM_8981,account_farm
TXN_000171,2026-08-08T09:05:48,MERCH_001,USER_1335,DEV_0618,IP_0562,PI_1759,8981.75,INR,card,success,True,PAY_6329,payment_instrument_abuse
TXN_000172,2026-08-27T21:24:52,MERCH_001,USER_1546,DEV_0823,IP_1253,PI_0917,548.4,INR,upi,success,False,,legitimate
TXN_000173,2026-08-11T23:03:54,MERCH_001,USER_0570,DEV_0991,IP_0215,PI_1673,4447.47,INR,card,success,False,,legitimate
TXN_000174,2026-08-04T05:04:30,MERCH_001,USER_1515,DEV_0606,IP_1051,PI_0563,6829.33,INR,upi,failed,False,,legitimate
TXN_000175,2026-08-02T22:50:48,MERCH_001,USER_1173,DEV_0212,IP_1029,PI_1826,2578.41,INR,upi,success,False,,legitimate
TXN_000176,2026-08-16T15:55:01,MERCH_001,USER_1477,DEV_0340,IP_1068,PI_2404,19261.08,INR,upi,success,False,,legitimate
TXN_000177,2026-08-19T19:00:30,MERCH_001,USER_1737,DEV_0160,IP_0819,PI_2358,19728.74,INR,upi,success,False,,legitimate
TXN_000178,2026-08-14T02:28:58,MERCH_001,USER_0208,DEV_0287,IP_0872,PI_1459,5773.57,INR,upi,success,True,BURST_5935,coordinated_burst
TXN_000179,2026-08-04T21:48:35,MERCH_001,USER_1759,DEV_0314,IP_0012,PI_1417,16112.04,INR,netbanking,success,False,,legitimate
TXN_000180,2026-08-23T19:17:00,MERCH_001,USER_1718,DEV_0500,IP_0150,PI_2331,6425.99,INR,netbanking,success,True,FARM_2419,account_farm
TXN_000181,2026-08-29T10:25:13,MERCH_001,USER_1642,DEV_0495,IP_0770,PI_2260,50997.92,INR,upi,success,False,,legitimate
TXN_000182,2026-08-22T10:22:29,MERCH_001,USER_1152,DEV_0993,IP_0660,PI_0195,5370.81,INR,upi,success,True,BURST_9814,coordinated_burst
TXN_000183,2026-08-13T04:14:47,MERCH_001,USER_1346,DEV_0423,IP_0099,PI_0554,18120.3,INR,upi,success,False,,legitimate
TXN_000184,2026-08-09T11:06:52,MERCH_001,USER_0864,DEV_0049,IP_1494,PI_0609,138.46,INR,netbanking,success,False,,legitimate
TXN_000185,2026-08-19T10:20:41,MERCH_001,USER_1217,DEV_0520,IP_0138,PI_1560,4030.77,INR,upi,success,False,,legitimate
TXN_000186,2026-08-21T01:11:05,MERCH_001,USER_1022,DEV_0155,IP_0007,PI_1765,3413.16,INR,upi,success,False,,legitimate
