transaction_id,timestamp,merchant_id,user_id,device_id,ip_id,payment_instrument_id,amount,currency,payment_method,status,is_fraud,fraud_campaign_id,scenario
TXN_000021,2026-08-06T07:55:20,MERCH_001,USER_0387,DEV_1089,IP_0379,PI_0395,210.44,INR,netbanking,success,True,HARD_MIXEDE_3178,mixed_entity_campaign
TXN_000022,2026-08-02T19:58:41,MERCH_001,USER_2000,DEV_0801,IP_1554,PI_2127,8627.25,INR,upi,success,False,,legitimate
TXN_000023,2026-08-30T22:50:58,MERCH_001,USER_2027,DEV_0990,IP_0684,PI_0685,11373.55,INR,upi,success,False,,legitimate
TXN_000024,2026-08-28T19:40:01,MERCH_001,USER_0598,DEV_0587,IP_0397,PI_2060,4238.02,INR,card,success,False,,legitimate
TXN_000025,2026-08-04T02:55:22,MERCH_001,USER_2332,DEV_0725,IP_0329,PI_1812,442.89,INR,wallet,success,False,,legitimate
TXN_000026,2026-08-20T00:47:52,MERCH_001,USER_2138,DEV_0567,IP_1502,PI_1562,4480.37,INR,netbanking,success,False,,legitimate
TXN_000027,2026-08-28T15:29:03,MERCH_001,USER_0517,DEV_0020,IP_1347,PI_1278,895.24,INR,netbanking,success,False,,legitimate
TXN_000028,2026-08-07T22:59:57,MERCH_001,USER_0374,DEV_0219,IP_0054,PI_1435,3108.98,INR,upi,failed,False,,legitimate
TXN_000029,2026-08-03T06:31:55,MERCH_001,USER_2149,DEV_0644,IP_0453,PI_1280,467.2,INR,netbanking,success,False,,legitimate
TXN_000030,2026-08-12T11:36:05,MERCH_001,USER_1493,DEV_0852,IP_0008,PI_0477,5882.66,INR,upi,success,False,,legitimate
TXN_000031,2026-08-15T06:30:54,MERCH_001,USER_2224,DEV_1169,IP_1594,PI_2568,15655.84,INR,card,success,False,,legitimate
TXN_000032,2026-08-11T20:02:02,MERCH_001,USER_1498,DEV_0887,IP_0936,PI_2027,9317.12,INR,wallet,success,False,,legitimate
TXN_000033,2026-08-16T23:33:19,MERCH_001,USER_0373,DEV_0690,IP_0265,PI_1300,317.89,INR,card,success,True,HARD_LOWSIG_5623,low_signal_account_farm
TXN_000034,2026-08-06T07:41:09,MERCH_001,USER_1510,DEV_0456,IP_1554,PI_1658,584.31,INR,upi,failed,True,HARD_LOWSIG_2046,low_signal_account_farm
TXN_000035,2026-08-25T18:55:16,MERCH_001,USER_0860,DEV_0118,IP_0079,PI_0811,9875.72,INR,upi,success,True,HARD_MIXEDE_8177,mixed_entity_campaign
TXN_000036,2026-08-03T12:51:31,MERCH_001,USER_1672,DEV_0905,IP_0309,PI_0903,13098.47,INR,upi,success,False,,legitimate
TXN_000037,2026-08-19T23:16:10,MERCH_001,USER_2317,DEV_1143,IP_0471,PI_2895,497.04,INR,card,success,True,HARD_MIXEDE_4341,mixed_entity_campaign
TXN_000038,2026-08-10T11:04:30,MERCH_001,USER_1627,DEV_0590,IP_0118,PI_2461,4533.62,INR,upi,success,True,HARD_SLOWCO_4483,slow_coordinated_campaign
TXN_000039,2026-08-14T03:28:19,MERCH_001,USER_1912,DEV_0185,IP_1546,PI_1088,519.16,INR,netbanking,success,False,,legitimate
TXN_000040,2026-08-24T21:41:03,MERCH_001,USER_2348,DEV_1116,IP_0290,PI_0486,309.34,INR,card,success,True,HARD_MIXEDE_5538,mixed_entity_campaign
TXN_000041,2026-08-23T18:13:03,MERCH_001,USER_1263,DEV_0442,IP_0031,PI_2111,11026.88,INR,netbanking,success,False,,legitimate
TXN_000042,2026-08-21T14:10:59,MERCH_001,USER_0541,DEV_0115,IP_1657,PI_2947,2109.79,INR,upi,success,False,,legitimate
TXN_000043,2026-08-18T08:00:39,MERCH_001,USER_1963,DEV_0542,IP_0911,PI_0817,12264.92,INR,netbanking,success,False,,legitimate
TXN_000044,2026-08-11T19:16:06,MERCH_001,USER_0930,DEV_0511,IP_1109,PI_1413,731.28,INR,card,success,False,,legitimate
TXN_000045,2026-08-07T07:33:16,MERCH_001,USER_0738,DEV_0367,IP_0506,PI_1190,8923.21,INR,upi,success,False,,legitimate
TXN_000046,2026-08-29T13:52:15,MERCH_001,USER_1735,DEV_0146,IP_1464,PI_2236,1680.8,INR,netbanking,success,False,,legitimate
TXN_000047,2026-08-08T23:24:25,MERCH_001,USER_1065,DEV_0256,IP_0231,PI_2740,16896.63,INR,upi,success,False,,legitimate
TXN_000048,2026-08-17T15:15:43,MERCH_001,USER_1102,DEV_0515,IP_0540,PI_1704,855.33,INR,wallet,success,False,,legitimate
TXN_000049,2026-08-06T15:51:56,MERCH_001,USER_0865,DEV_0056,IP_0357,PI_2459,2580.07,INR,upi,success,False,,legitimate
TXN_000050,2026-08-17T22:14:15,MERCH_001,USER_0480,DEV_0961,IP_1107,PI_0945,123.69,INR,card,failed,False,,legitimate
TXN_000051,2026-08-25T00:32:18,MERCH_001,USER_0586,DEV_0503,IP_0802,PI_0289,510.72,INR,card,success,False,,legitimate
TXN_000052,2026-08-16T08:47:19,MERCH_001,USER_1201,DEV_0008,IP_0317,PI_2156,14471.09,INR,upi,success,False,,legitimate
TXN_000053,2026-08-06T18:46:06,MERCH_001,USER_0587,DEV_0510,IP_0357,PI_1077,2560.54,INR,upi,success,False,,legitimate
TXN_000054,2026-08-27T09:03:42,MERCH_001,USER_0429,DEV_0604,IP_1718,PI_2984,3341.45,INR,upi,refunded,False,,legitimate
TXN_000055,2026-08-17T13:04:37,MERCH_001,USER_0366,DEV_0163,IP_0962,PI_1590,19716.36,INR,card,success,False,,legitimate
TXN_000056,2026-08-28T02:10:07,MERCH_001,USER_1582,DEV_0275,IP_0080,PI_0806,4644.15,INR,card,success,False,,legitimate
TXN_000057,2026-08-20T06:56:38,MERCH_001,USER_0950,DEV_0651,IP_0069,PI_0062,296.42,INR,card,success,False,,legitimate
TXN_000058,2026-08-25T13:08:27,MERCH_001,USER_0989,DEV_0924,IP_0431,PI_2774,14079.24,INR,card,success,True,HARD_LOWSIG_6117,low_signal_coordinated_burst
TXN_000059,2026-08-02T13:34:06,MERCH_001,USER_0831,DEV_1032,IP_0416,PI_2245,2182.46,INR,netbanking,success,True,HARD_LOWSIG_5086,low_signal_account_farm
TXN_000060,2026-08-30T02:09:16,MERCH_001,USER_0779,DEV_0654,IP_1222,PI_1405,1029.97,INR,upi,success,False,,legitimate
TXN_000061,2026-08-11T13:29:46,MERCH_001,USER_1411,DEV_0300,IP_1631,PI_1343,659.84,INR,card,success,True,HARD_LOWSIG_6640,low_signal_account_farm
TXN_000062,2026-08-02T09:34:55,MERCH_001,USER_1430,DEV_0411,IP_0822,PI_0297,807.65,INR,card,success,False,,legitimate
TXN_000063,2026-08-26T17:29:29,MERCH_001,USER_2014,DEV_0899,IP_1342,PI_0168,857.35,INR,upi,success,False,,legitimate
TXN_000064,2026-08-04T19:59:07,MERCH_001,USER_0601,DEV_0608,IP_0747,PI_1258,4092.09,INR,upi,refunded,False,,legitimate
TXN_000065,2026-08-10T07:42:14,MERCH_001,USER_0720,DEV_0241,IP_1763,PI_1973,837.26,INR,card,success,True,HARD_LOWSIG_7297,low_signal_payment_abuse
TXN_000066,2026-08-17T23:11:46,MERCH_001,USER_1971,DEV_0598,IP_1240,PI_2851,3233.8,INR,upi,success,False,,legitimate
TXN_000067,2026-08-27T22:26:22,MERCH_001,USER_0492,DEV_1045,IP_1067,PI_2409,2194.53,INR,upi,failed,False,,legitimate
TXN_000068,2026-08-24T11:09:40,MERCH_001,USER_1103,DEV_0522,IP_0879,PI_1982,232.58,INR,upi,success,False,,legitimate
TXN_000069,2026-08-26T12:07:55,MERCH_001,USER_0323,DEV_1062,IP_0709,PI_2237,4785.63,INR,card,success,False,,legitimate
TXN_000070,2026-08-10T18:43:02,MERCH_001,USER_0959,DEV_0031,IP_0715,PI_0846,6215.09,INR,upi,success,True,HARD_MIXEDE_9478,mixed_entity_campaign
TXN_000071,2026-08-04T12:32:46,MERCH_001,USER_0383,DEV_0282,IP_0353,PI_0278,2922.66,INR,netbanking,success,False,,legitimate
TXN_000072,2026-08-13T09:04:07,MERCH_001,USER_1567,DEV_0170,IP_0038,PI_1501,719.75,INR,card,success,False,,legitimate
TXN_000073,2026-08-19T10:18:01,MERCH_001,USER_2007,DEV_0850,IP_0678,PI_2119,393.29,INR,upi,success,False,,legitimate
TXN_000074,2026-08-09T01:13:22,MERCH_001,USER_0669,DEV_0631,IP_0327,PI_0547,834.08,INR,netbanking,success,True,HARD_MIXEDE_6311,mixed_entity_campaign
TXN_000075,2026-08-11T08:16:47,MERCH_001,USER_1639,DEV_0674,IP_0897,PI_2550,374.89,INR,card,failed,False,,legitimate
TXN_000076,2026-08-22T01:25:14,MERCH_001,USER_0189,DEV_0124,IP_0801,PI_2416,3591.75,INR,wallet,success,False,,legitimate
TXN_000077,2026-08-11T12:28:56,MERCH_001,USER_2120,DEV_0441,IP_1644,PI_2397,794.74,INR,upi,success,False,,legitimate
TXN_000078,2026-08-16T14:20:50,MERCH_001,USER_0028,DEV_0197,IP_1791,PI_1876,1854.43,INR,card,refunded,False,,legitimate
TXN_000079,2026-08-11T10:22:12,MERCH_001,USER_1507,DEV_0950,IP_1209,PI_1441,17009.74,INR,card,success,False,,legitimate
TXN_000080,2026-08-04T04:03:24,MERCH_001,USER_2353,DEV_0872,IP_0149,PI_0564,580.64,INR,card,success,False,,legitimate
TXN_000081,2026-08-04T21:10:07,MERCH_001,USER_1919,DEV_0234,IP_1043,PI_0678,18945.21,INR,upi,success,False,,legitimate
TXN_000082,2026-08-02T11:02:49,MERCH_001,USER_1041,DEV_0088,IP_0910,PI_2668,5880.5,INR,card,success,False,,legitimate
TXN_000083,2026-08-23T04:36:43,MERCH_001,USER_1845,DEV_0916,IP_0066,PI_1622,16281.94,INR,upi,success,False,,legitimate
TXN_000084,2026-08-04T03:06:20,MERCH_001,USER_0620,DEV_0741,IP_0479,PI_1366,7301.69,INR,upi,failed,False,,legitimate
TXN_000085,2026-08-18T13:58:42,MERCH_001,USER_2078,DEV_0147,IP_0072,PI_2965,267.55,INR,netbanking,refunded,False,,legitimate
TXN_000086,2026-08-09T19:45:06,MERCH_001,USER_1646,DEV_0102,IP_0499,PI_2660,13511.97,INR,card,success,True,HARD_MIXEDE_3178,mixed_entity_campaign
TXN_000087,2026-08-20T07:18:13,MERCH_001,USER_0818,DEV_0927,IP_0083,PI_1457,7431.79,INR,upi,success,False,,legitimate
TXN_000088,2026-08-18T23:53:22,MERCH_001,USER_1323,DEV_0862,IP_0730,PI_2471,5704.53,INR,netbanking,success,False,,legitimate
TXN_000089,2026-08-15T13:08:21,MERCH_001,USER_0370,DEV_0191,IP_1729,PI_1585,463.0,INR,upi,failed,False,,legitimate
TXN_000090,2026-08-16T22:57:13,MERCH_001,USER_1257,DEV_0400,IP_0085,PI_0362,1607.93,INR,netbanking,success,False,,legitimate
TXN_000091,2026-08-14T08:37:38,MERCH_001,USER_1954,DEV_0479,IP_0044,PI_2520,4075.73,INR,card,success,False,,legitimate_business
TXN_000092,2026-08-09T07:53:13,MERCH_001,USER_0067,DEV_0470,IP_1658,PI_1434,422.27,INR,upi,success,False,,legitimate
TXN_000093,2026-08-07T23:36:31,MERCH_001,USER_1931,DEV_0318,IP_1396,PI_2704,3915.27,INR,card,success,False,,legitimate
TXN_000094,2026-08-20T04:52:08,MERCH_001,USER_0919,DEV_0434,IP_1535,PI_1666,827.05,INR,netbanking,refunded,False,,legitimate
TXN_000095,2026-08-24T03:52:07,MERCH_001,USER_0843,DEV_1102,IP_0056,PI_0115,952.68,INR,card,success,False,,legitimate
TXN_000096,2026-08-04T22:24:42,MERCH_001,USER_2195,DEV_0966,IP_0297,PI_0984,156.18,INR,upi,success,True,HARD_LOWSIG_1858,low_signal_payment_abuse
TXN_000097,2026-08-11T01:04:14,MERCH_001,USER_1879,DEV_1154,IP_0064,PI_1747,1715.12,INR,netbanking,success,False,,legitimate
TXN_000098,2026-08-24T23:05:25,MERCH_001,USER_0614,DEV_0699,IP_0785,PI_2832,17893.38,INR,upi,success,True,HARD_LOWSIG_9625,low_signal_payment_abuse
TXN_000099,2026-08-21T17:15:48,MERCH_001,USER_1683,DEV_0982,IP_0054,PI_1909,865.14,INR,upi,success,False,,legitimate
TXN_000100,2026-08-30T10:38:56,MERCH_001,USER_2167,DEV_0770,IP_0721,PI_1987,16066.71,INR,upi,success,False,,legitimate
TXN_000101,2026-08-18T05:27:10,MERCH_001,USER_0795,DEV_0766,IP_1321,PI_1389,5993.06,INR,upi,success,True,HARD_SLOWCO_9062,slow_coordinated_campaign
TXN_000102,2026-08-29T01:09:05,MERCH_001,USER_2158,DEV_0707,IP_0883,PI_0806,3166.78,INR,wallet,success,False,,legitimate
TXN_000103,2026-08-07T20:12:33,MERCH_001,USER_1715,DEV_0006,IP_1524,PI_0310,4809.41,INR,card,success,False,,legitimate
TXN_000104,2026-08-06T18:50:50,MERCH_001,USER_0134,DEV_0811,IP_0044,PI_2586,578.01,INR,wallet,success,True,HARD_LOWSIG_2358,low_signal_account_farm
TXN_000105,2026-08-18T11:23:01,MERCH_001,USER_2100,DEV_0301,IP_1109,PI_2910,729.29,INR,netbanking,success,False,,legitimate
TXN_000106,2026-08-30T16:31:31,MERCH_001,USER_0333,DEV_1132,IP_1266,PI_1733,1310.39,INR,card,success,False,,legitimate
TXN_000107,2026-08-24T10:09:04,MERCH_001,USER_1612,DEV_0485,IP_0542,PI_2051,1853.16,INR,wallet,success,True,HARD_SLOWCO_5974,slow_coordinated_campaign
TXN_000108,2026-08-01T09:46:25,MERCH_001,USER_1625,DEV_0576,IP_0591,PI_1485,11244.35,INR,card,success,True,HARD_LOWSIG_7104,low_signal_coordinated_burst
TXN_000109,2026-08-18T08:30:47,MERCH_001,USER_1037,DEV_0060,IP_0319,PI_0330,3962.99,INR,upi,success,False,,legitimate
TXN_000110,2026-08-15T19:51:40,MERCH_001,USER_2365,DEV_0956,IP_0140,PI_0603,1580.82,INR,upi,success,True,HARD_SLOWCO_2409,slow_coordinated_campaign
TXN_000111,2026-08-20T21:35:00,MERCH_001,USER_0629,DEV_1147,IP_0023,PI_1715,1079.53,INR,card,success,False,,legitimate_burst
TXN_000112,2026-08-10T18:04:32,MERCH_001,USER_0980,DEV_0861,IP_0016,PI_1822,857.21,INR,upi,success,False,,legitimate
TXN_000113,2026-08-07T14:43:57,MERCH_001,USER_1413,DEV_0292,IP_0100,PI_0715,344.67,INR,upi,success,False,,legitimate
TXN_000114,2026-08-22T19:42:14,MERCH_001,USER_0191,DEV_0138,IP_0098,PI_2164,4287.78,INR,upi,success,False,,legitimate
TXN_000115,2026-08-21T23:48:40,MERCH_001,USER_1245,DEV_0316,IP_0325,PI_0365,6882.76,INR,upi,refunded,False,,legitimate
TXN_000116,2026-08-16T05:06:43,MERCH_001,USER_2062,DEV_0035,IP_1797,PI_2552,6609.15,INR,upi,success,False,,legitimate
TXN_000117,2026-08-27T22:28:53,MERCH_001,USER_0135,DEV_0946,IP_0034,PI_2078,2137.8,INR,upi,success,False,,legitimate
TXN_000118,2026-08-26T18:30:19,MERCH_001,USER_1399,DEV_0194,IP_1337,PI_0770,936.35,INR,netbanking,success,False,,legitimate
TXN_000119,2026-08-03T06:22:23,MERCH_001,USER_0748,DEV_0437,IP_0439,PI_0904,7906.65,INR,netbanking,refunded,False,,legitimate
TXN_000120,2026-08-11T22:38:16,MERCH_001,USER_2252,DEV_0165,IP_0464,PI_0962,3499.68,INR,card,success,False,,legitimate
TXN_000121,2026-08-10T20:10:28,MERCH_001,USER_1609,DEV_0464,IP_0078,PI_2210,113.81,INR,upi,success,False,,legitimate
TXN_000122,2026-08-21T13:23:35,MERCH_001,USER_2185,DEV_0896,IP_1530,PI_0015,18878.54,INR,wallet,success,False,,legitimate
TXN_000123,2026-08-09T15:42:11,MERCH_001,USER_0592,DEV_0102,IP_0499,PI_0972,490.74,INR,upi,success,True,HARD_MIXEDE_3178,mixed_entity_campaign
TXN_000124,2026-08-19T11:20:02,MERCH_001,USER_2102,DEV_0315,IP_0631,PI_0315,2102.29,INR,upi,success,False,,legitimate
TXN_000125,2026-08-14T02:52:42,MERCH_001,USER_0720,DEV_0348,IP_0005,PI_2944,17918.82,INR,upi,success,False,,legitimate_burst
TXN_000126,2026-08-10T22:59:09,MERCH_001,USER_1058,DEV_0207,IP_1799,PI_2320,1002.33,INR,wallet,success,False,,legitimate
TXN_000127,2026-08-18T21:31:37,MERCH_001,USER_2080,DEV_0161,IP_0063,PI_2659,6675.61,INR,card,success,False,,legitimate
TXN_000128,2026-08-05T13:37:37,MERCH_001,USER_1250,DEV_0351,IP_0826,PI_1256,3074.86,INR,upi,success,False,,legitimate
TXN_000129,2026-08-26T20:18:17,MERCH_001,USER_1293,DEV_0652,IP_0276,PI_2378,4830.63,INR,upi,success,False,,legitimate
TXN_000130,2026-08-12T01:09:10,MERCH_001,USER_0698,DEV_0087,IP_0888,PI_2739,458.5,INR,card,success,False,,legitimate
TXN_000131,2026-08-26T20:34:38,MERCH_001,USER_1772,DEV_0405,IP_0520,PI_2973,818.71,INR,upi,success,False,,legitimate
TXN_000132,2026-08-18T18:22:23,MERCH_001,USER_0605,DEV_0476,IP_0289,PI_0875,571.15,INR,card,success,True,HARD_LOWSIG_4510,low_signal_account_farm
TXN_000133,2026-08-03T17:31:20,MERCH_001,USER_1271,DEV_1128,IP_1255,PI_1036,2997.27,INR,netbanking,success,True,HARD_MIXEDE_2204,mixed_entity_campaign
TXN_000134,2026-08-16T15:39:30,MERCH_001,USER_0644,DEV_0909,IP_1222,PI_2374,13981.09,INR,upi,success,False,,legitimate
TXN_000135,2026-08-22T18:26:13,MERCH_001,USER_1307,DEV_0750,IP_1620,PI_0757,369.65,INR,card,success,False,,legitimate
TXN_000136,2026-08-29T19:57:11,MERCH_001,USER_0811,DEV_0878,IP_1522,PI_1184,336.96,INR,netbanking,success,False,,legitimate
TXN_000137,2026-08-25T22:50:13,MERCH_001,USER_0360,DEV_0121,IP_1299,PI_2473,11129.72,INR,upi,success,False,,legitimate
TXN_000138,2026-08-14T21:30:21,MERCH_001,USER_0031,DEV_0218,IP_0262,PI_1499,17753.08,INR,upi,success,True,HARD_SLOWCO_1405,slow_coordinated_campaign
TXN_000139,2026-08-17T10:58:40,MERCH_001,USER_1120,DEV_0157,IP_1540,PI_2551,11493.23,INR,card,success,True,HARD_LOWSIG_8727,low_signal_account_farm
TXN_000140,2026-08-14T11:09:26,MERCH_001,USER_2378,DEV_1047,IP_0097,PI_1768,2085.88,INR,upi,failed,False,,legitimate
TXN_000141,2026-08-28T05:46:37,MERCH_001,USER_1661,DEV_0828,IP_0028,PI_0265,233.63,INR,upi,success,False,,legitimate
TXN_000142,2026-08-10T13:25:11,MERCH_001,USER_0019,DEV_0134,IP_1254,PI_1898,3753.47,INR,upi,success,False,,legitimate
TXN_000143,2026-08-18T21:57:26,MERCH_001,USER_1602,DEV_0415,IP_0036,PI_0569,1386.4,INR,upi,success,False,,legitimate
TXN_000144,2026-08-04T16:28:28,MERCH_001,USER_1050,DEV_0151,IP_0050,PI_1716,838.26,INR,upi,success,False,,legitimate
TXN_000145,2026-08-23T22:42:19,MERCH_001,USER_0935,DEV_0546,IP_1705,PI_0080,2015.76,INR,upi,success,False,,legitimate
TXN_000146,2026-08-06T20:29:14,MERCH_001,USER_1585,DEV_1122,IP_0192,PI_1573,810.7,INR,netbanking,success,True,HARD_LOWSIG_6566,low_signal_account_farm
TXN_000147,2026-08-09T10:00:52,MERCH_001,USER_0355,DEV_0086,IP_1324,PI_0439,3315.81,INR,upi,refunded,False,,legitimate
TXN_000148,2026-08-16T21:06:30,MERCH_001,USER_2318,DEV_0627,IP_0220,PI_1336,444.32,INR,upi,success,False,,legitimate
TXN_000149,2026-08-14T20:13:54,MERCH_001,USER_2204,DEV_1029,IP_1274,PI_2785,4816.19,INR,upi,success,False,,legitimate
TXN_000150,2026-08-15T21:42:26,MERCH_001,USER_0445,DEV_0716,IP_0061,PI_1821,513.54,INR,netbanking,success,False,,legitimate
TXN_000151,2026-08-07T04:18:52,MERCH_001,USER_1135,DEV_0746,IP_1553,PI_0301,3440.57,INR,netbanking,success,False,,legitimate
TXN_000152,2026-08-23T13:26:54,MERCH_001,USER_0080,DEV_0561,IP_0014,PI_2721,1919.05,INR,upi,failed,False,,legitimate
TXN_000153,2026-08-05T16:29:15,MERCH_001,USER_2014,DEV_0899,IP_0291,PI_2710,489.42,INR,netbanking,success,False,,legitimate
TXN_000154,2026-08-02T05:29:15,MERCH_001,USER_1518,DEV_1027,IP_0057,PI_0969,869.65,INR,netbanking,success,False,,legitimate
TXN_000155,2026-08-21T18:42:05,MERCH_001,USER_0738,DEV_0367,IP_0836,PI_2585,16880.81,INR,card,refunded,False,,legitimate
TXN_000156,2026-08-06T12:37:38,MERCH_001,USER_0931,DEV_0518,IP_0271,PI_2999,913.96,INR,netbanking,success,False,,legitimate
TXN_000157,2026-08-09T07:34:53,MERCH_001,USER_0183,DEV_0082,IP_0432,PI_2732,665.03,INR,upi,success,False,,legitimate
TXN_000158,2026-08-16T10:38:38,MERCH_001,USER_0176,DEV_0033,IP_0592,PI_0489,13638.3,INR,netbanking,failed,False,,legitimate
TXN_000159,2026-08-08T09:29:13,MERCH_001,USER_0313,DEV_0992,IP_1719,PI_2728,2704.85,INR,upi,success,False,,legitimate
TXN_000160,2026-08-24T13:26:31,MERCH_001,USER_2355,DEV_0886,IP_1480,PI_0379,6618.91,INR,netbanking,success,False,,legitimate
TXN_000161,2026-08-19T12:41:03,MERCH_001,USER_1992,DEV_0745,IP_0070,PI_1928,12848.15,INR,card,success,False,,legitimate
TXN_000162,2026-08-21T19:42:58,MERCH_001,USER_1699,DEV_1094,IP_0897,PI_1865,741.28,INR,card,success,False,,legitimate
TXN_000163,2026-08-05T13:05:06,MERCH_001,USER_0413,DEV_0492,IP_0779,PI_2081,3053.19,INR,card,success,False,,legitimate
TXN_000164,2026-08-25T14:28:56,MERCH_001,USER_1570,DEV_0191,IP_1432,PI_0575,985.26,INR,netbanking,success,False,,legitimate
TXN_000165,2026-08-29T18:00:37,MERCH_001,USER_1512,DEV_0985,IP_1280,PI_0331,3483.66,INR,upi,success,False,,legitimate
TXN_000166,2026-08-14T00:38:59,MERCH_001,USER_1554,DEV_0079,IP_1636,PI_1816,17307.78,INR,card,success,True,HARD_LOWSIG_3206,low_signal_payment_abuse
TXN_000167,2026-08-27T19:45:21,MERCH_001,USER_0407,DEV_0450,IP_0085,PI_2862,716.19,INR,upi,success,False,,legitimate
TXN_000168,2026-08-26T05:59:51,MERCH_001,USER_1008,DEV_1057,IP_0075,PI_0378,2534.67,INR,upi,success,False,,legitimate
TXN_000169,2026-08-10T19:09:37,MERCH_001,USER_0998,DEV_0987,IP_0408,PI_1101,18723.4,INR,netbanking,success,False,,legitimate
TXN_000170,2026-08-04T15:28:44,MERCH_001,USER_0012,DEV_0085,IP_0600,PI_1779,119.37,INR,card,success,False,,legitimate
TXN_000171,2026-08-09T15:24:39,MERCH_001,USER_0611,DEV_0678,IP_1386,PI_1360,925.33,INR,card,success,False,,legitimate
TXN_000172,2026-08-08T17:17:42,MERCH_001,USER_0859,DEV_0214,IP_0048,PI_0960,11254.95,INR,upi,failed,False,,legitimate_household
TXN_000173,2026-08-25T20:45:31,MERCH_001,USER_0528,DEV_0097,IP_1402,PI_0413,477.55,INR,netbanking,success,False,,legitimate
TXN_000174,2026-08-10T13:50:33,MERCH_001,USER_1511,DEV_0978,IP_0091,PI_0520,878.62,INR,upi,success,False,,legitimate
TXN_000175,2026-08-22T23:28:40,MERCH_001,USER_1992,DEV_0745,IP_0856,PI_0988,19677.74,INR,upi,success,False,,legitimate
TXN_000176,2026-08-07T01:37:47,MERCH_001,USER_0464,DEV_0849,IP_0042,PI_1096,113.69,INR,netbanking,success,False,,legitimate_shared_office
TXN_000177,2026-08-12T22:37:48,MERCH_001,USER_0330,DEV_1111,IP_0193,PI_1336,4646.48,INR,netbanking,success,False,,legitimate
TXN_000178,2026-08-04T01:11:01,MERCH_001,USER_0419,DEV_0534,IP_0009,PI_0968,110.87,INR,card,success,False,,legitimate
TXN_000179,2026-08-06T03:39:13,MERCH_001,USER_2356,DEV_0893,IP_1708,PI_2421,4821.47,INR,upi,success,False,,legitimate
TXN_000180,2026-08-13T16:02:27,MERCH_001,USER_1743,DEV_0202,IP_0023,PI_2268,1651.87,INR,upi,success,False,,legitimate
TXN_000181,2026-08-23T23:16:59,MERCH_001,USER_0984,DEV_0889,IP_1644,PI_1262,10290.26,INR,upi,failed,False,,legitimate
